ID,Age,Gender,Income,Debt_Ratio,Employment_Years,Loan_Amount,Loan_Approved
CLIENT_01307,28,Male,43440.13,0.607,29,22082.63,0
CLIENT_01308,31,Male,72417.98,0.182,31,34988.17,1
CLIENT_01309,28,Female,65661.5,0.653,0,27829.47,0
CLIENT_01310,54,Male,65236.94,0.824,12,49121.01,0
CLIENT_01311,44,Female,48691.29,0.674,10,9465.94,0
CLIENT_01312,42,Female,62783.43,0.068,9,38215.88,0
CLIENT_01313,40,Male,28313.74,0.53,25,25709.48,0
CLIENT_01314,69,Female,56668.86,0.606,19,35420.04,0
CLIENT_01315,40,Male,41930.24,0.71,16,18452.28,0
CLIENT_01316,57,Female,18000.0,0.095,16,41075.21,0
CLIENT_01317,50,Male,18000.0,0.434,3,29428.37,0
CLIENT_01318,39,Male,31740.42,0.478,4,14808.33,0
CLIENT_01319,23,Female,53303.08,0.185,22,24819.64,0
CLIENT_01320,22,Female,31758.4,0.308,9,21406.66,0
CLIENT_01321,68,Female,33177.67,0.402,27,32337.68,0
CLIENT_01322,26,Female,60265.22,0.717,32,7303.35,0
CLIENT_01323,41,Male,33899.76,0.794,25,24559.72,0
CLIENT_01324,32,Female,71616.14,0.553,28,30929.61,0
CLIENT_01325,63,Male,68302.47,0.366,26,25495.35,1
CLIENT_01326,23,Female,45437.63,0.253,17,45204.12,0
CLIENT_01327,24,Female,60069.23,0.836,9,36610.34,0
CLIENT_01328,44,Female,57344.81,0.836,4,24887.79,0
CLIENT_01329,33,Female,40086.69,0.79,9,28250.34,0
CLIENT_01330,41,Male,62232.69,0.679,20,29434.98,0
CLIENT_01331,26,Female,65178.04,0.311,23,31049.49,0
CLIENT_01332,58,Male,25951.3,0.704,2,5000.0,0
CLIENT_01333,59,Female,48070.97,0.377,30,20477.11,1
CLIENT_01334,51,Male,47850.08,0.311,1,5000.0,0
CLIENT_01335,30,Female,61992.39,0.646,1,44174.21,0
CLIENT_01336,55,Female,36122.83,0.114,33,24087.26,1
CLIENT_01337,65,Male,33044.79,0.089,19,22099.89,1
CLIENT_01338,56,Male,48379.99,0.408,32,38451.96,1
CLIENT_01339,43,Female,68627.18,0.407,3,31334.87,0
CLIENT_01340,65,Male,21012.46,0.767,10,8070.48,0
CLIENT_01341,45,Male,24503.88,0.151,4,23936.42,0
CLIENT_01342,38,Male,34589.9,0.149,24,19972.5,1
CLIENT_01343,31,Male,38148.46,0.168,33,5000.0,1
CLIENT_01344,51,Female,18000.0,0.074,8,14645.86,0
CLIENT_01345,67,Female,74963.91,0.107,5,22246.9,1
CLIENT_01346,44,Male,42393.87,0.578,17,23275.74,0
CLIENT_01347,53,Male,39397.91,0.395,13,5000.0,0
CLIENT_01348,38,Male,77452.75,0.661,18,42274.98,0
CLIENT_01349,38,Male,59355.87,0.844,13,23468.45,0
CLIENT_01350,35,Male,34291.56,0.577,16,25563.3,0
CLIENT_01351,30,Male,48292.16,0.09,34,31009.62,1
CLIENT_01352,61,Male,44165.26,0.134,28,13178.86,1
CLIENT_01353,23,Female,73967.02,0.755,16,31845.34,0
CLIENT_01354,66,Male,41651.52,0.472,7,19493.88,0
CLIENT_01355,46,Female,18000.0,0.71,0,11551.22,0
CLIENT_01356,60,Female,18000.0,0.735,6,33601.71,0
CLIENT_01357,30,Female,74503.23,0.792,4,47375.11,0
CLIENT_01358,43,Female,29227.71,0.81,23,35872.44,0
CLIENT_01359,64,Female,58404.23,0.494,27,38844.66,1
CLIENT_01360,67,Female,46435.27,0.323,16,17190.54,0
CLIENT_01361,25,Female,36666.9,0.819,19,5000.0,0
CLIENT_01362,47,Female,39803.05,0.488,2,47352.06,0
CLIENT_01363,50,Female,76667.56,0.101,25,55817.72,1
CLIENT_01364,66,Female,18000.0,0.564,14,48142.1,0
CLIENT_01365,55,Male,37270.9,0.52,7,19963.21,0
CLIENT_01366,44,Male,63131.32,0.767,12,7680.48,0
CLIENT_01367,58,Male,19337.1,0.573,2,9014.76,0
CLIENT_01368,32,Female,71345.66,0.329,0,5000.0,0
CLIENT_01369,27,Female,62844.99,0.823,8,23389.32,0
CLIENT_01370,39,Female,50435.91,0.691,30,49085.17,0
CLIENT_01371,42,Female,34936.86,0.554,25,22875.06,0
CLIENT_01372,63,Male,18000.0,0.284,16,29534.84,0
CLIENT_01373,57,Male,59140.92,0.349,33,45633.95,1
CLIENT_01374,62,Female,99972.9,0.586,8,18938.57,0
CLIENT_01375,59,Female,47917.85,0.108,12,55532.97,0
CLIENT_01376,55,Female,18000.0,0.255,4,54881.42,0
CLIENT_01377,38,Male,54150.33,0.621,12,23033.33,0
CLIENT_01378,58,Female,62205.26,0.434,0,16336.99,0
CLIENT_01379,46,Female,26642.95,0.372,24,35458.57,0
CLIENT_01380,59,Female,32089.76,0.171,3,19787.13,0
CLIENT_01381,33,Female,30052.44,0.403,9,7651.67,0
CLIENT_01382,44,Female,34372.72,0.667,27,44218.58,0
CLIENT_01383,63,Male,41556.74,0.261,5,43246.71,0
CLIENT_01384,43,Female,27781.98,0.054,26,27332.67,1
CLIENT_01385,42,Female,20283.25,0.585,11,6057.03,0
CLIENT_01386,48,Female,48487.51,0.828,2,6557.11,0
CLIENT_01387,52,Female,41346.76,0.535,32,26608.44,1
CLIENT_01388,27,Male,36275.16,0.146,9,17501.93,0
CLIENT_01389,48,Male,46663.79,0.307,30,19883.61,1
CLIENT_01390,61,Female,18000.0,0.744,14,40329.45,0
CLIENT_01391,55,Female,50264.06,0.236,6,35997.69,0
CLIENT_01392,33,Female,36686.24,0.536,13,45672.14,0
CLIENT_01393,66,Male,49789.79,0.372,13,10140.65,1
CLIENT_01394,28,Female,52992.98,0.216,2,19852.13,0
CLIENT_01395,31,Female,67623.03,0.701,2,36384.73,0
CLIENT_01396,66,Female,47059.09,0.644,21,31721.18,0
CLIENT_01397,38,Male,66334.38,0.579,18,47985.71,0
CLIENT_01398,47,Female,38561.74,0.239,34,31308.05,1
CLIENT_01399,42,Female,39516.45,0.128,11,52721.64,0
CLIENT_01400,49,Male,43181.44,0.511,4,33100.27,0
CLIENT_01401,67,Female,60482.5,0.493,9,40932.51,0
CLIENT_01402,23,Female,57619.18,0.201,32,20147.28,1
CLIENT_01403,64,Female,47701.44,0.095,12,25214.31,1
CLIENT_01404,22,Male,20445.29,0.115,34,38664.17,1
CLIENT_01405,57,Male,57261.18,0.844,31,49194.67,0
CLIENT_01406,47,Male,27771.91,0.677,10,35938.55,0
CLIENT_01407,50,Male,26682.05,0.788,23,23752.42,0
CLIENT_01408,42,Male,22230.3,0.206,34,45660.03,1
CLIENT_01409,32,Female,43336.63,0.818,18,5000.0,0
CLIENT_01410,61,Male,69234.49,0.164,5,5000.0,1
CLIENT_01411,32,Female,25692.79,0.457,34,35224.51,0
CLIENT_01412,57,Female,78571.52,0.714,3,25211.63,0
CLIENT_01413,60,Female,63196.2,0.33,32,34082.7,1
CLIENT_01414,61,Female,18000.0,0.39,12,25966.11,0
CLIENT_01415,56,Female,37344.5,0.153,18,33564.19,0
CLIENT_01416,55,Female,24194.99,0.148,11,12783.96,0
CLIENT_01417,68,Male,58299.11,0.546,10,33557.29,0
CLIENT_01418,45,Male,25236.73,0.59,5,39916.22,0
CLIENT_01419,43,Female,18000.0,0.672,11,43308.26,0
CLIENT_01420,26,Female,38485.48,0.495,26,55203.31,0
CLIENT_01421,54,Male,68387.88,0.567,24,28661.48,1
CLIENT_01422,57,Female,41149.68,0.061,2,29108.67,0
CLIENT_01423,68,Female,52968.88,0.18,2,5000.0,0
CLIENT_01424,41,Male,53744.62,0.838,19,17028.83,0
CLIENT_01425,40,Female,18000.0,0.111,27,22103.77,0
CLIENT_01426,56,Female,27012.52,0.593,22,40754.79,0
CLIENT_01427,64,Male,45129.28,0.191,2,15834.98,0
CLIENT_01428,38,Female,33852.9,0.623,23,36945.1,0
CLIENT_01429,66,Male,79089.09,0.615,5,24975.67,0
CLIENT_01430,64,Female,20433.55,0.237,19,22342.48,0
CLIENT_01431,55,Male,26814.8,0.266,10,28733.41,0
CLIENT_01432,30,Male,50810.89,0.574,31,19132.65,1
CLIENT_01433,47,Female,32442.13,0.362,26,18564.44,1
CLIENT_01434,23,Female,18000.0,0.206,20,5000.0,0
CLIENT_01435,30,Male,83693.62,0.635,12,21280.69,0
CLIENT_01436,30,Male,23513.89,0.173,21,17800.48,1
CLIENT_01437,61,Female,56217.85,0.735,34,17260.29,0
CLIENT_01438,38,Male,19932.18,0.462,21,31253.1,0
CLIENT_01439,22,Male,27739.3,0.135,27,34879.48,1
CLIENT_01440,46,Male,18000.0,0.605,20,28482.92,0
CLIENT_01441,64,Male,30176.13,0.465,17,39931.23,0
CLIENT_01442,61,Female,32114.36,0.288,30,33633.43,0
CLIENT_01443,63,Female,42348.69,0.388,20,20574.16,0
CLIENT_01444,46,Male,37548.62,0.289,13,18057.16,1
CLIENT_01445,60,Female,18000.0,0.26,24,29692.33,0
CLIENT_01446,56,Male,34522.0,0.181,26,33606.51,1
CLIENT_01447,24,Female,73940.21,0.34,22,45967.66,0
CLIENT_01448,58,Female,71567.81,0.251,30,42867.6,1
CLIENT_01449,65,Male,54113.74,0.597,28,16877.9,1
CLIENT_01450,65,Female,58261.98,0.597,29,23469.91,1
CLIENT_01451,51,Female,86216.46,0.451,25,35065.27,1
CLIENT_01452,59,Male,56424.95,0.672,19,41019.97,1
CLIENT_01453,55,Male,57883.8,0.723,18,39084.54,0
CLIENT_01454,33,Male,18000.0,0.514,26,24041.83,0
CLIENT_01455,40,Female,22747.39,0.545,24,6189.66,0
CLIENT_01456,58,Female,44346.19,0.276,22,10015.95,1
CLIENT_01457,65,Female,28851.16,0.766,28,29089.5,0
CLIENT_01458,38,Female,25040.89,0.069,14,30133.38,0
CLIENT_01459,31,Female,27350.82,0.329,2,8519.81,0
CLIENT_01460,68,Female,18000.0,0.627,9,25668.54,0
CLIENT_01461,33,Female,29172.31,0.114,14,34468.37,0
CLIENT_01462,37,Male,51788.71,0.197,15,7731.6,1
CLIENT_01463,45,Female,80926.48,0.521,16,41574.96,0
CLIENT_01464,40,Female,60939.64,0.498,18,19337.03,0
CLIENT_01465,29,Male,57723.11,0.641,10,43864.2,0
CLIENT_01466,52,Female,18000.0,0.7,4,16998.21,0
CLIENT_01467,42,Male,47385.93,0.153,4,9600.62,0
CLIENT_01468,38,Male,43660.8,0.065,13,18127.95,1
CLIENT_01469,44,Female,50814.82,0.602,25,23572.78,0
CLIENT_01470,58,Male,37786.25,0.291,7,19172.8,0
CLIENT_01471,37,Male,78241.53,0.551,4,21759.98,0
CLIENT_01472,27,Male,46055.51,0.17,6,30009.48,0
CLIENT_01473,29,Female,48004.47,0.425,15,22432.31,0
CLIENT_01474,46,Male,18000.0,0.454,13,24008.31,0
CLIENT_01475,39,Female,42866.49,0.518,3,5000.0,0
CLIENT_01476,46,Male,67985.19,0.461,16,30875.47,1
CLIENT_01477,33,Female,56111.51,0.447,5,23661.95,0
CLIENT_01478,36,Female,18000.0,0.316,15,49154.39,0
CLIENT_01479,47,Male,36006.5,0.107,28,10906.52,1
CLIENT_01480,62,Male,79637.99,0.122,9,5000.0,1
CLIENT_01481,66,Male,41987.19,0.397,28,34271.03,1
CLIENT_01482,47,Female,51448.32,0.335,13,30197.91,0
CLIENT_01483,68,Male,77380.19,0.463,3,9873.5,1
CLIENT_01484,53,Male,41907.72,0.294,12,5000.0,1
CLIENT_01485,31,Male,60820.6,0.6,17,48060.95,0
CLIENT_01486,37,Male,53227.92,0.741,32,46211.66,1
CLIENT_01487,28,Male,57502.98,0.289,20,5000.0,1
CLIENT_01488,38,Female,52584.31,0.204,15,18126.65,0
CLIENT_01489,44,Female,34047.4,0.143,14,49962.88,0
CLIENT_01490,47,Male,36044.05,0.543,4,17859.06,0
CLIENT_01491,42,Female,27908.48,0.405,5,17640.82,0
CLIENT_01492,43,Male,18000.0,0.2,2,20758.61,0
CLIENT_01493,28,Female,69890.6,0.573,11,8186.55,0
CLIENT_01494,35,Female,45201.66,0.169,32,5000.0,1
CLIENT_01495,36,Female,68883.2,0.493,32,40788.21,1
CLIENT_01496,28,Female,76307.45,0.472,30,5000.0,1
CLIENT_01497,30,Male,46068.35,0.637,20,28709.07,0
CLIENT_01498,69,Female,18730.22,0.094,26,38298.69,1
CLIENT_01499,29,Female,41076.24,0.76,26,5000.0,0
CLIENT_01500,44,Male,31577.13,0.612,7,11135.97,0
CLIENT_01501,50,Female,18000.0,0.223,31,43197.69,1
CLIENT_01502,39,Male,34965.42,0.197,25,32993.38,1
CLIENT_01503,52,Female,43569.26,0.395,1,15740.71,0
CLIENT_01504,51,Male,32133.51,0.704,11,43033.74,0
CLIENT_01505,60,Male,29569.1,0.724,21,43098.04,0
CLIENT_01506,56,Female,19449.28,0.466,16,29035.79,0
CLIENT_01507,39,Female,48918.44,0.739,6,11497.6,0
CLIENT_01508,63,Male,82385.39,0.054,3,18798.27,1
CLIENT_01509,60,Male,70572.48,0.078,31,29295.8,1
CLIENT_01510,38,Female,58072.54,0.779,10,22171.08,0
CLIENT_01511,35,Male,58508.18,0.67,0,39084.36,0
CLIENT_01512,52,Male,42347.14,0.411,24,5000.0,1
CLIENT_01513,45,Female,18000.0,0.653,23,5000.0,0
CLIENT_01514,56,Female,37611.37,0.815,16,27713.07,0
CLIENT_01515,65,Male,25614.45,0.668,7,17626.83,0
CLIENT_01516,66,Female,48093.93,0.724,26,15594.27,0
CLIENT_01517,55,Female,69664.29,0.658,17,5000.0,0
CLIENT_01518,24,Female,84468.19,0.185,26,25293.19,1
CLIENT_01519,58,Female,46292.42,0.717,21,24208.67,0
CLIENT_01520,64,Male,18000.0,0.206,15,34802.18,0
CLIENT_01521,61,Male,46253.52,0.764,1,26033.59,0
CLIENT_01522,47,Male,46797.12,0.417,4,23010.94,0
CLIENT_01523,44,Female,58576.88,0.592,17,42655.01,0
CLIENT_01524,65,Male,44616.09,0.448,2,5312.99,0
CLIENT_01525,60,Female,46330.37,0.125,26,33045.84,1
CLIENT_01526,36,Male,32358.78,0.283,16,5000.0,0
CLIENT_01527,25,Male,38761.96,0.837,15,12424.57,0
CLIENT_01528,50,Female,55264.65,0.819,5,6810.14,0
CLIENT_01529,43,Male,18000.0,0.306,6,36729.14,0
CLIENT_01530,46,Male,38654.23,0.847,13,24018.85,0
CLIENT_01531,34,Female,58758.0,0.726,14,24797.45,0
CLIENT_01532,39,Male,77814.58,0.539,32,8399.01,1
CLIENT_01533,54,Female,37033.27,0.082,26,20504.6,1
CLIENT_01534,37,Female,68707.4,0.771,28,13548.02,0
CLIENT_01535,66,Male,78800.48,0.496,4,30751.83,0
CLIENT_01536,63,Female,37292.35,0.745,28,10133.63,0
CLIENT_01537,65,Male,33835.83,0.718,31,44946.92,1
CLIENT_01538,23,Male,41358.51,0.716,5,5000.0,0
CLIENT_01539,56,Male,43360.96,0.609,1,12902.2,0
CLIENT_01540,63,Male,66816.45,0.283,5,50158.01,0
CLIENT_01541,55,Female,29525.5,0.319,3,18472.92,0
CLIENT_01542,51,Male,75761.31,0.297,28,5276.82,1
CLIENT_01543,34,Female,28984.85,0.066,24,28286.07,0
CLIENT_01544,34,Female,19711.5,0.516,8,17869.12,0
CLIENT_01545,39,Female,55475.54,0.609,2,12461.95,0
CLIENT_01546,53,Male,69611.21,0.733,25,8561.94,1
CLIENT_01547,53,Male,48573.11,0.162,26,66525.6,1
CLIENT_01548,56,Female,53701.69,0.485,31,21226.72,1
CLIENT_01549,60,Male,84085.94,0.056,0,5000.0,1
CLIENT_01550,67,Male,69893.06,0.126,15,47405.65,1
CLIENT_01551,50,Male,45618.51,0.093,10,34166.06,1
CLIENT_01552,50,Male,36377.06,0.63,25,13503.0,0
CLIENT_01553,65,Female,66901.18,0.115,0,11003.21,1
CLIENT_01554,37,Male,61585.68,0.623,25,35102.09,1
CLIENT_01555,65,Male,53371.53,0.25,27,21296.23,1
CLIENT_01556,68,Male,38459.73,0.752,8,5000.0,0
CLIENT_01557,31,Female,43472.21,0.701,21,51808.6,0
CLIENT_01558,51,Female,42049.61,0.816,7,18490.14,0
CLIENT_01559,46,Male,38792.62,0.757,26,47433.58,0
CLIENT_01560,60,Female,32977.04,0.797,18,44176.52,0
CLIENT_01561,41,Female,50303.97,0.737,24,9984.86,0
CLIENT_01562,26,Female,32073.69,0.605,20,40497.85,0
CLIENT_01563,22,Female,48547.58,0.186,23,15228.36,1
CLIENT_01564,51,Male,18000.0,0.267,23,5000.0,1
CLIENT_01565,24,Male,33002.52,0.22,18,18631.03,1
CLIENT_01566,66,Male,66966.58,0.533,1,30964.56,0
CLIENT_01567,35,Male,26991.42,0.453,13,18058.95,0
CLIENT_01568,51,Female,56842.04,0.744,31,20394.27,0
CLIENT_01569,25,Male,28654.32,0.812,31,42153.49,0
CLIENT_01570,39,Male,60515.71,0.374,27,26597.41,1
CLIENT_01571,58,Female,39057.82,0.455,12,12350.53,0
CLIENT_01572,46,Female,38267.07,0.827,11,35530.45,0
CLIENT_01573,69,Male,46087.03,0.271,7,27965.13,0
CLIENT_01574,22,Male,18131.46,0.684,14,5000.0,0
CLIENT_01575,67,Male,64441.82,0.23,25,31425.29,1
CLIENT_01576,36,Female,71068.67,0.595,11,30877.43,0
CLIENT_01577,30,Male,37799.37,0.253,26,25301.82,1
CLIENT_01578,36,Male,55484.08,0.757,17,38375.51,0
CLIENT_01579,45,Male,60578.21,0.499,26,14914.1,1
CLIENT_01580,25,Male,43174.85,0.199,8,30047.5,0
CLIENT_01581,33,Female,22835.06,0.229,0,5000.0,0
CLIENT_01582,58,Male,76881.64,0.445,6,31106.36,1
CLIENT_01583,58,Male,37149.57,0.819,25,54295.9,0
CLIENT_01584,64,Female,32817.3,0.666,6,10077.15,0
CLIENT_01585,27,Female,77775.84,0.441,6,13602.97,0
CLIENT_01586,60,Male,57201.18,0.32,7,14349.77,1
CLIENT_01587,67,Female,50148.6,0.489,15,26949.97,0
CLIENT_01588,45,Female,25584.79,0.649,2,9054.46,0
CLIENT_01589,32,Female,61056.08,0.677,9,31318.71,0
CLIENT_01590,34,Male,102930.37,0.31,6,37702.6,1
CLIENT_01591,55,Female,62610.15,0.627,20,33015.21,0
CLIENT_01592,46,Male,54921.77,0.576,30,5000.0,1
CLIENT_01593,28,Male,59421.86,0.817,22,39927.51,0
CLIENT_01594,25,Male,38437.69,0.795,26,39060.51,0
CLIENT_01595,29,Male,38246.99,0.682,21,37452.42,0
CLIENT_01596,41,Female,37991.09,0.629,26,30592.63,0
CLIENT_01597,50,Male,33501.0,0.269,3,28302.84,0
CLIENT_01598,66,Male,37951.1,0.727,23,40485.84,0
CLIENT_01599,67,Female,37857.86,0.392,22,53852.7,0
CLIENT_01600,31,Male,40106.31,0.268,18,10704.39,0
CLIENT_01601,64,Male,39546.44,0.357,2,41171.88,0
CLIENT_01602,55,Male,49860.24,0.719,26,23706.74,0
CLIENT_01603,47,Male,46575.86,0.169,2,23054.9,0
CLIENT_01604,62,Male,48347.25,0.415,27,5000.0,1
CLIENT_01605,24,Female,75445.95,0.444,16,20728.16,0
CLIENT_01606,27,Male,46534.68,0.079,30,10041.03,1
CLIENT_01607,26,Male,89217.82,0.207,9,18042.18,1
CLIENT_01608,26,Female,52053.79,0.711,21,8527.2,0
CLIENT_01609,68,Female,36054.81,0.715,29,18266.37,0
CLIENT_01610,44,Male,71991.66,0.284,20,18908.34,1
CLIENT_01611,30,Female,43409.45,0.75,22,26451.32,0
CLIENT_01612,56,Male,18000.0,0.667,11,5000.0,0
CLIENT_01613,41,Male,44919.94,0.384,24,5000.0,1
CLIENT_01614,63,Male,40016.48,0.649,19,30428.71,0
CLIENT_01615,56,Male,77130.95,0.819,6,13038.43,0
CLIENT_01616,39,Female,27048.67,0.417,28,41117.95,0
CLIENT_01617,38,Male,38346.9,0.241,28,28379.05,1
CLIENT_01618,45,Female,70352.79,0.803,12,34101.43,0
CLIENT_01619,24,Male,52888.17,0.533,2,46160.38,0
CLIENT_01620,53,Female,41570.86,0.134,1,20354.34,0
CLIENT_01621,56,Female,29870.29,0.508,15,16382.7,0
CLIENT_01622,59,Female,52034.91,0.45,29,38075.54,1
CLIENT_01623,34,Male,44413.98,0.734,5,32642.7,0
CLIENT_01624,68,Female,29643.41,0.475,6,22190.05,0
CLIENT_01625,46,Male,30683.07,0.254,4,45871.87,0
CLIENT_01626,30,Female,28710.56,0.591,6,21816.34,0
CLIENT_01627,25,Female,25148.89,0.484,33,25491.6,0
CLIENT_01628,35,Female,63680.68,0.236,31,25318.34,1
CLIENT_01629,58,Male,60987.87,0.509,12,10981.09,1
CLIENT_01630,55,Male,63713.49,0.707,29,26163.78,1
CLIENT_01631,32,Male,45089.99,0.073,24,45951.4,1
CLIENT_01632,62,Male,40147.42,0.555,20,31674.52,0
CLIENT_01633,24,Female,40512.36,0.33,20,25465.95,0
CLIENT_01634,49,Female,65422.03,0.284,27,22573.49,1
CLIENT_01635,50,Female,18000.0,0.364,19,29963.01,0
CLIENT_01636,30,Male,34710.28,0.324,33,36246.5,1
CLIENT_01637,24,Female,27253.09,0.716,4,34138.58,0
CLIENT_01638,46,Female,72197.75,0.27,17,20022.03,1
CLIENT_01639,55,Female,35450.85,0.637,10,29871.72,0
CLIENT_01640,33,Female,18000.0,0.125,16,32199.1,0
CLIENT_01641,63,Male,49468.47,0.811,21,9892.08,1
CLIENT_01642,30,Female,37597.72,0.548,19,27523.46,0
CLIENT_01643,36,Male,33861.42,0.615,5,5000.0,0
CLIENT_01644,61,Male,31799.36,0.288,33,32238.01,1
CLIENT_01645,46,Male,31010.3,0.38,13,34905.15,0
CLIENT_01646,26,Female,59171.21,0.229,22,36213.19,0
CLIENT_01647,32,Female,49475.75,0.796,19,19074.3,0
CLIENT_01648,55,Female,41040.68,0.44,12,29635.7,0
CLIENT_01649,45,Female,23035.22,0.554,31,46359.31,0
CLIENT_01650,36,Male,41622.13,0.637,25,46206.54,0
CLIENT_01651,59,Male,50212.56,0.347,13,24562.41,1
CLIENT_01652,29,Male,50973.09,0.626,7,27089.79,0
CLIENT_01653,26,Male,48217.69,0.591,21,41663.67,0
CLIENT_01654,69,Male,26548.15,0.615,21,5000.0,1
CLIENT_01655,47,Male,18000.0,0.441,15,20153.86,0
CLIENT_01656,39,Male,80992.38,0.356,26,45033.56,1
CLIENT_01657,27,Female,18807.26,0.228,9,39628.01,0
CLIENT_01658,58,Male,18000.0,0.71,24,30538.96,0
CLIENT_01659,69,Female,47610.31,0.537,30,5000.0,1
CLIENT_01660,34,Female,18000.0,0.405,20,24251.35,0
CLIENT_01661,49,Male,28904.03,0.805,26,16151.27,0
CLIENT_01662,26,Male,55977.01,0.088,16,29965.58,1
CLIENT_01663,34,Male,80453.75,0.73,32,12859.8,1
CLIENT_01664,38,Male,52750.24,0.848,30,9614.15,0
CLIENT_01665,61,Female,36216.81,0.76,25,5000.0,0
CLIENT_01666,66,Male,43971.61,0.698,20,43327.07,0
CLIENT_01667,53,Male,18000.0,0.349,0,19003.44,0
CLIENT_01668,50,Male,35984.96,0.235,3,27357.19,0
CLIENT_01669,24,Female,36004.37,0.638,3,24966.43,0
CLIENT_01670,61,Female,48066.57,0.294,25,8988.49,1
CLIENT_01671,55,Female,83843.79,0.191,3,6114.03,0
CLIENT_01672,61,Male,18000.0,0.679,8,9920.27,0
CLIENT_01673,48,Female,36846.45,0.3,29,14152.47,1
CLIENT_01674,34,Female,18000.0,0.782,3,30499.09,0
CLIENT_01675,66,Female,34932.72,0.723,4,13064.24,0
CLIENT_01676,54,Female,27707.96,0.728,22,51197.36,0
CLIENT_01677,27,Male,18000.0,0.667,15,40407.27,0
CLIENT_01678,45,Female,63261.84,0.755,21,37125.39,0
CLIENT_01679,40,Female,50112.95,0.695,7,23205.12,0
CLIENT_01680,37,Male,60917.11,0.532,32,47714.21,1
CLIENT_01681,61,Male,34366.92,0.287,15,21729.92,1
CLIENT_01682,49,Female,43585.67,0.761,4,24531.08,0
CLIENT_01683,54,Male,76892.81,0.722,15,27549.62,0
CLIENT_01684,69,Female,44945.6,0.428,6,35527.35,0
CLIENT_01685,62,Female,61159.13,0.081,0,34553.62,0
CLIENT_01686,34,Female,32650.87,0.561,8,17873.12,0
CLIENT_01687,64,Male,59320.35,0.09,17,17005.09,1
CLIENT_01688,66,Female,34021.61,0.791,2,34598.54,0
CLIENT_01689,46,Male,18000.0,0.819,23,35728.55,0
CLIENT_01690,63,Male,44848.34,0.202,27,19099.73,1
CLIENT_01691,57,Male,35593.94,0.591,9,5000.0,0
CLIENT_01692,48,Female,18000.0,0.124,8,21890.26,0
CLIENT_01693,59,Male,48829.86,0.634,12,34352.89,0
CLIENT_01694,28,Female,27129.47,0.328,34,52081.25,0
CLIENT_01695,26,Female,106852.83,0.595,22,7030.63,1
CLIENT_01696,64,Female,18000.0,0.348,16,18601.43,0
CLIENT_01697,66,Female,20741.5,0.166,6,19158.95,0
CLIENT_01698,52,Male,62391.02,0.375,15,45337.08,1
CLIENT_01699,44,Female,42339.56,0.14,19,24475.88,0
CLIENT_01700,63,Male,61984.05,0.512,23,11390.1,1
CLIENT_01701,31,Female,52607.82,0.083,4,33380.43,0
CLIENT_01702,53,Male,33353.86,0.472,5,18930.42,0
CLIENT_01703,64,Male,18000.0,0.759,27,6634.19,0
CLIENT_01704,51,Female,66421.66,0.72,4,11608.4,0
CLIENT_01705,60,Male,19231.0,0.756,1,51010.63,0
CLIENT_01706,52,Male,56178.12,0.788,20,30763.14,0
CLIENT_01707,39,Female,63379.98,0.134,17,26616.4,1
CLIENT_01708,57,Female,42461.64,0.153,11,21251.59,0
CLIENT_01709,23,Female,38917.05,0.496,16,29382.23,0
CLIENT_01710,35,Male,25325.48,0.765,14,29203.54,0
CLIENT_01711,34,Female,54254.85,0.829,6,29382.53,0
CLIENT_01712,50,Male,18000.0,0.087,13,26722.68,0
CLIENT_01713,33,Female,59314.53,0.335,0,38031.98,0
CLIENT_01714,60,Female,47389.53,0.22,2,25346.57,0
CLIENT_01715,23,Female,40543.69,0.655,30,10330.92,0
CLIENT_01716,53,Male,49846.05,0.562,12,15813.66,0
CLIENT_01717,34,Male,18000.0,0.146,17,5000.0,0
CLIENT_01718,67,Male,18000.0,0.437,16,55402.26,0
CLIENT_01719,48,Male,54371.5,0.598,16,37941.32,0
CLIENT_01720,62,Male,71330.92,0.673,10,12548.94,0
CLIENT_01721,38,Female,18000.0,0.066,19,20772.33,0
CLIENT_01722,61,Male,23950.4,0.762,9,15446.85,0
CLIENT_01723,52,Female,60046.5,0.505,28,48138.21,0
CLIENT_01724,55,Male,52177.8,0.7,33,5000.0,1
CLIENT_01725,45,Female,104262.17,0.696,16,26717.14,0
CLIENT_01726,66,Female,66513.15,0.202,12,23372.08,1
CLIENT_01727,56,Male,61708.49,0.138,26,37402.58,1
CLIENT_01728,69,Male,29724.23,0.627,25,23439.86,1
CLIENT_01729,27,Female,55496.12,0.175,27,5000.0,1
CLIENT_01730,40,Male,74908.27,0.73,12,21233.23,0
CLIENT_01731,51,Female,41712.18,0.631,11,10417.57,0
CLIENT_01732,28,Female,42655.71,0.723,27,26193.69,0
CLIENT_01733,31,Female,47827.07,0.289,1,46512.66,0
CLIENT_01734,62,Male,31710.03,0.303,33,5000.0,1
CLIENT_01735,53,Female,50379.27,0.587,22,12996.66,0
CLIENT_01736,55,Female,49879.44,0.075,28,16709.61,1
CLIENT_01737,49,Female,74599.73,0.631,34,19275.53,1
CLIENT_01738,36,Male,41212.15,0.719,10,36101.88,0
CLIENT_01739,51,Female,58494.57,0.382,32,22396.83,1
CLIENT_01740,58,Male,41808.69,0.662,10,31237.04,0
CLIENT_01741,50,Female,57795.19,0.19,8,15613.4,0
CLIENT_01742,43,Male,39998.83,0.308,13,28448.87,0
